beta_accuracy1,beta_accuracy2,beta_accuracy3,beta_accuracy4,beta_accuracy5,beta_accuracy6
0.062606975073429,0.0551344818105131,0.0472878111206444,0.223957348559366,0.127229908698929,0.644964249533217
0.117988821780633,0.0877218907783522,0.0400913690995103,0.0415857996245347,0.030909806705904,0.113640006869311
0.114008703718184,0.0556128643598636,0.0655769522913214,0.0622944480178924,0.0438678303995577,0.202028297288937
0.0656207938358979,0.0736045583273356,0.0571091462196941,0.0531319734819488,0.0996230732362372,0.207141012077631
0.0813604957707901,0.0548330207826386,0.0686200173709469,0.0425579495928262,0.0992637948870713,0.0832183710498103
0.0610567748230946,0.0568319230608347,0.0416008323133874,0.0900295352580433,0.154632844729098,0.0734322354060167
0.0388216912523248,0.0593278393890199,0.054781171360112,0.0664154024657514,0.104428694440566,0.13001626507338
0.054561604850679,0.0477430375720776,0.0591834900203688,0.126336166718013,0.0277776857262586,0.194172172796499
0.119579541083172,0.0685611187871249,0.0807043326018389,0.0939185518662385,0.176409101075386,0.317720427026836
0.0317830079973562,0.0873539194876932,0.108463999086541,0.103472750669333,0.0597249432127042,0.263621970715059
0.061087698225003,0.0268018210157389,0.0848679772269047,0.0561943729963783,0.0334811427083301,0.149211949242574
0.0544731314222389,0.0754010921277006,0.0573635947876719,0.0174758802381734,0.0790877459307567,0.0883133195677369
0.108803326846239,0.0538636175130662,0.063716441477668,0.0927242061488824,0.0749846895397742,0.422703305029783
0.0454135914727297,0.0460358186827771,0.112135639756485,0.0807282027180881,0.167251051036857,0.389625798762814
0.0165051801402158,0.064811381367742,0.0786431314247019,0.101938441933834,0.0840398847473715,0.246408229679568
0.0911285687599764,0.0152239047990133,0.066272671983775,0.0770658853893254,0.0985868154931279,0.160447865257203
0.0612354577524031,0.0430116500217495,0.0716175215804997,0.109540304330955,0.0628647705379841,0.22612845829869
0.125866329071606,0.0731482947149183,0.0950481033542564,0.103532953664307,0.0376800822484794,0.0870677592808164
0.0394399810642271,0.0844947847843354,0.083429277838818,0.161924731236609,0.0951679474858004,0.0308423427882523
0.127320177139674,0.0944049018854922,0.0445530787749975,0.118426117369746,0.0639069028354606,0.293757863016763
0.0995236843054558,0.0364157622532748,0.0774666694981335,0.0445610702602125,0.0659628247679705,0.384238676543252
0.0630288660154568,0.072420591248973,0.113948612164484,0.0408385122402484,0.0707715234114388,0.2337993760537
0.0994759147598869,0.104789418441516,0.045754524369523,0.078359590008869,0.123633819446178,0.0880376662464319
0.112837301902195,0.092735201956429,0.0723534900006842,0.049128580358238,0.130440141395956,0.109088786561261
0.0726435041776122,0.079213823612562,0.028977198875418,0.207993642648213,0.12972672562634,0.132272580463098
0.0785485587374256,0.156044861708229,0.0629189132855531,0.120492150381286,0.114686774499565,0.140691122900047
0.0863186496296384,0.102933341753099,0.0761927677469462,0.100567651659835,0.194383951709195,0.0435969001432887
0.0707407360336471,0.0505374526148626,0.0351339762502141,0.101322196332527,0.154611665032086,0.349741805433534
0.056930999099463,0.113728235033664,0.107213202767589,0.106493167024271,0.12856011033085,0.19148697496044
0.0250880460607438,0.0489896475445345,0.0779029949828457,0.066206151225139,0.123136951024176,0.150947380124683
0.0622529937576808,0.0758618933534938,0.0448240408209827,0.0437793602650948,0.0557646915729672,0.0976179575434745
0.0580532851087611,0.0738812020932654,0.0755588043904342,0.0618780958507947,0.0426595536148533,0.288260531941861
0.0497081101032925,0.0672581018428266,0.0775237230717423,0.0975621113621685,0.0581866503783562,0.170445495265206
0.0909675747544973,0.0687728206419185,0.0534758262132986,0.0797182713039843,0.111845131625177,0.174440013746848
0.0526796813282171,0.111622275286002,0.0771295160300193,0.0702446564324402,0.088579163762652,0.222176950724313
0.0818907580889945,0.122064784054371,0.0464148122784258,0.132054411978603,0.0666063995298453,0.211842385008742
0.0727654087349687,0.0872611063358448,0.0802023030040431,0.0870686481429518,0.0798308022906257,0.27090648080382
0.069628212174243,0.113432158046762,0.103210550992569,0.0557967560011896,0.0911655499835536,0.280913582275826
0.071242486909403,0.0806601979449877,0.0466695484329562,0.107683945886391,0.184237300046238,0.108245746578905
0.0412526938266739,0.0739663597350425,0.0688605257265782,0.0522081917386572,0.0922165031286466,0.241809068401554
0.131316276260976,0.0895304669680091,0.0876267839168508,0.0840492683614988,0.0317311579379089,0.169222940234656
0.0837656193407062,0.105664985567765,0.0854699868579229,0.0872729847395295,0.118434159518717,0.353353887084808
0.102742447069934,0.0665133214947325,0.0701393115364276,0.0838933730281538,0.123175813850551,0.209299106438257
0.0633050232207905,0.0730385698446368,0.0778457440961189,0.0264301129973573,0.147972983116406,0.193890295272517
0.048224421444796,0.0878703045695073,0.127527696330183,0.11345588627072,0.122704759498107,0.11168049953346
0.0937283023880985,0.0515040482175277,0.068738118354845,0.0611172246093389,0.0573289038957992,0.15142694856163
0.0876407002098676,0.0508289312299953,0.0533611336630034,0.0930065347138999,0.163553326258977,0.213987163499262
0.0665656861167216,0.115324079518407,0.0532301268601417,0.163834423486369,0.0233352031134809,0.0451079316250049
0.0421196311606064,0.0234349134004906,0.105322199702855,0.0937304999634875,0.0562052284605231,0.273070061542782
0.0859898711115665,0.0928897505925699,0.101255278452202,0.0541706218062355,0.0700079181799064,0.157000254775064
0.0536448762107161,0.0848751383237335,0.0697840749049453,0.0399780047961949,0.0790096974825961,0.184812529374853
0.0617938088819354,0.0483280414889173,0.06542740862573,0.0721731849466149,0.0440742078029617,0.0985729985041225
0.0474782433174517,0.115107785038142,0.0579456150895698,0.038853233212676,0.110546701257141,0.122340199588905
0.0860881841388543,0.0733896473365401,0.0468339192285304,0.0813472492367304,0.0926924357295011,0.286923439475473
0.0938064971350127,0.0725451579876775,0.0609454162439826,0.0870636939195986,0.156006976064518,0.203804995375369
0.0888444075874237,0.107082948138136,0.113858281629782,0.0819973045361318,0.173603087492869,0.152646217630125
0.152900972288207,0.101081116081312,0.0688678643348482,0.0547807640062345,0.133929892556435,0.164689773078664
0.0553831904599984,0.128438628327771,0.122663098656931,0.0680005904854304,0.102354760957632,0.240124602236459
0.072213497112718,0.0904498721893637,0.0622338456561941,0.0737268045236188,0.0929889238816897,0.138210908269105
0.0925611649374302,0.0791599638971013,0.0774700682508725,0.102735440571522,0.0766212944715735,0.122231679392498
0.039037943092802,0.0570517836136599,0.118741821470431,0.0648850547610883,0.198324809076684,0.3217965380081
0.0476961188521732,0.0929098368274066,0.0763660483020688,0.0550978005864959,0.142792334934072,0.233062013670934
0.0532744240067805,0.079598912275599,0.0462367066261713,0.0675069609116956,0.0463749713673345,0.103252803570362
0.0650560251513565,0.0513697804492027,0.0837666809064898,0.0867518989876691,0.154478468681119,0.209376272272765
0.0787580895641112,0.0541934569459069,0.0868857583587345,0.0889857530713976,0.100854321323197,0.0767655547132452
0.0961023500481976,0.0794290257304608,0.0905958832771905,0.100903000998638,0.139583518475157,0.199141961395205
0.0890420885501584,0.11518592868929,0.049044346595261,0.102207931876036,0.0923632459707376,0.0383656745471804
0.119578513073579,0.112023215874532,0.0513515526095772,0.105114817563543,0.129402575816524,0.196464160349154
0.135311446335066,0.0803924620741623,0.0425741799999394,0.0499237648549893,0.0407949843070272,0.141268930002099
0.099496407469575,0.0487920300316105,0.0909348221808982,0.144239599594576,0.110774279550966,0.0727527979299867
0.0552003106924646,0.0849826330597681,0.106656208215836,0.0776230405709378,0.139705498556218,0.15942501154359
0.133606617618349,0.060997591583343,0.0418246244124866,0.0779913456355712,0.0917457317938203,0.0767118367308408
0.0961844274256805,0.0409706212991863,0.0953515331041464,0.0810856803656487,0.0614788619540586,0.331636105279324
0.0818573208197726,0.114234174778188,0.101257932416381,0.0410994386733687,0.12157960809599,0.273449346857932
0.096129131664033,0.0681083956551338,0.0962410548032584,0.086809359347463,0.130655002989411,0.0822928972463457
0.0443016354873258,0.0686186003288246,0.0342496780079972,0.0358854846797429,0.02465290065819,0.0527293058589666
0.0725138048306079,0.0879305908242552,0.0885068165176524,0.0686593681978254,0.0753592756746846,0.32895053905353
0.0769398532116071,0.0738820211462847,0.112549718130534,0.0523208241977608,0.141672976461103,0.171832890208273
0.0694485092447833,0.0448080893611454,0.116881854148306,0.0741312654287517,0.179332314332968,0.154592036288648
0.0787623442710732,0.0782156065299363,0.120545549427818,0.0838324027639115,0.173219821898267,0.323855230382596
0.101415737507242,0.0837476197450116,0.0671718045497497,0.0594622925582024,0.0504754377944116,0.161610968018341
0.128036233501632,0.0381876509654133,0.0762525958650603,0.071396416849183,0.0811010010812442,0.0426667540827799
0.112604450696655,0.0479777487347878,0.0919857043607563,0.0849797469327611,0.132281997049317,0.16926254398528
0.0547648897255641,0.114942836232695,0.103743187545556,0.049032740345265,0.0853191734052779,0.093826985422698
0.0657867113770142,0.0885532261244159,0.0880345031941544,0.0398426777836187,0.206265381268789,0.359521976947743
0.0875573358735306,0.0718045848104802,0.0487723133807249,0.0674532853640156,0.0861731001726863,0.348014605131133
0.0302045846972968,0.138898544561413,0.135784287147315,0.126204883975625,0.0683583017968542,0.18355496252492
0.114248657853514,0.0990334496140804,0.128552759147183,0.0673229558588761,0.179792019988134,0.131635061527575
0.106969619068965,0.0684925682228711,0.0557047303210993,0.0499995807719484,0.0829150527706031,0.0924354310279114
0.0946265117275744,0.0965581605269448,0.0791548911336455,0.0727379376511744,0.0608842675447189,0.282697758295812
0.0385857843401097,0.043085273961328,0.106007001473428,0.0530642082360558,0.0891227647094847,0.152510536309892
0.0783438542143629,0.181678816204826,0.1067043019299,0.0681192412315378,0.165933814834286,0.0709414080148427
0.0353271591605385,0.08661876624321,0.07010549413949,0.0711593070819233,0.0837037835944717,0.230561263427371
0.121162076560991,0.0448970880675154,0.069394623084506,0.0982466037758627,0.0373581490367328,0.258170042752122
0.0870011663960598,0.146027494815674,0.0789294855623153,0.0886608725260296,0.0939208895328912,0.210840564032053
0.042731146279233,0.0575440185930785,0.0711909927856059,0.0624281639517063,0.213989230784133,0.159154360894948
0.0750854940168204,0.120923187508394,0.0486942617740114,0.0922817228484546,0.13005846264946,0.108611589332416
0.082438169214177,0.115123591347149,0.0744536928720368,0.054382387782332,0.124801473871413,0.264508213197674
0.0571919400648855,0.106304470290612,0.0629887790797048,0.0773778638239168,0.0800758564450484,0.118254836650356
0.111073612252967,0.0694339448731561,0.0723291960288278,0.0627567297204327,0.0639248345563721,0.48151298464899
0.136442983365282,0.101856551980849,0.123356341635795,0.0752262051797147,0.0635135122243773,0.0542700682389302
0.0671416483856388,0.0917129034326563,0.116364335051551,0.0884785224973795,0.0927078042713878,0.100453792375995
0.0723555171674851,0.0724360402121092,0.0803012246927849,0.109077371218803,0.0862063435772219,0.0681237215411617
0.0533047364673549,0.0289203980030678,0.0853056906058845,0.126170376157129,0.0890252102977956,0.112389440330822
0.0678300390012335,0.063412004978817,0.107647368625622,0.0443841111269543,0.0994989095516587,0.278506266149754
0.10273564118533,0.0991331057640501,0.052722787995726,0.0716858410310521,0.0979800217892591,0.0987427104935054
0.0498137971195972,0.139056464017939,0.0693963218787643,0.0744655861794378,0.0499206382965232,0.0673089535988508
0.109477369549577,0.097083747079952,0.0353396138366774,0.083050449066754,0.150322676893986,0.0316162959712636
0.0647265706392402,0.0755168745355441,0.094033421399976,0.056393798826034,0.0813074132453047,0.0328696600797128
0.0693813978625211,0.0325806065240371,0.0749052624952643,0.0856255729078525,0.0427100650177559,0.124823641096298
0.0907663369003644,0.0713371454954265,0.0303133185242641,0.0761589445734485,0.0517975905599267,0.227130780455888
0.0829769182869522,0.0365981534831346,0.122385807281208,0.0910685930980454,0.0969425687919272,0.186871052834563
0.080929762802799,0.059603138797839,0.103895189478949,0.0999212529594925,0.0560743580020326,0.103411608786601
0.107736418898072,0.0545723991660749,0.0554649899706538,0.0748675128115268,0.108285551094189,0.119931972761126
0.039386091281506,0.0480066432106856,0.064781119951366,0.0820341265501996,0.144205402344607,0.10204567298351
0.0554956017391404,0.0687952507060371,0.111150287503433,0.0975516105124652,0.06153875914901,0.273613660414671
0.0917467653298172,0.144030913456513,0.0816536225615921,0.0545771065613562,0.0700148905933272,0.0990969020395905
0.0497203703645937,0.0876263283506167,0.1017746191964,0.0329285359467311,0.106037220066213,0.0769821871129636
0.0398690425877645,0.0786229365915677,0.0750212088027127,0.058604563845105,0.0342054640442723,0.254545508020991
0.0611349603261038,0.0799046684745163,0.0645821662117179,0.0718454099001717,0.149772946779267,0.434616753654456
0.0515015327186057,0.0468285368797673,0.0985357082580491,0.0659837562616542,0.109245414901072,0.17207208726788
0.0781009742525994,0.0708671496847516,0.105103321390908,0.102700370879818,0.0895320288465953,0.330601818844479
0.0409521620581336,0.0927248380474283,0.125044009706819,0.149428839100425,0.147993937556656,0.139805305944946
0.0411091673069731,0.0404913389774944,0.0526938175660769,0.0900906077827491,0.0414248945180585,0.271552761369694
0.0907708749306624,0.0634532122995508,0.0955535930176029,0.0478804928241231,0.0560550340039873,0.214867639072524
0.0945870984577235,0.111005927117611,0.0961986112626551,0.0876656024364619,0.0793016899911636,0.14515825056041
0.0722743864835555,0.0438971970997159,0.0868932011280864,0.0642809397968084,0.0627704050473774,0.273428524305222
0.118117412537976,0.0429328498503436,0.0440055268461478,0.066701378470279,0.066944958608924,0.18301026634105
0.0948071884547857,0.10048745991335,0.12012304049588,0.0682898146571725,0.0847117935924727,0.0883348844205004
0.114681307733742,0.0698957336676866,0.0836948342032243,0.030704854803626,0.0877423026467363,0.299336060207395
0.0638969553414996,0.0698525324254378,0.116776981465293,0.0612190246765638,0.0901018479428202,0.300326105986117
0.0801927903835797,0.0362039635832423,0.106077876391835,0.157020712702233,0.0898544955246794,0.169453668915351
0.0867733141774252,0.0378173489974815,0.145137044971961,0.191887247491592,0.0463124030670866,0.16981365293175
0.0659919939594818,0.0314208888677492,0.0824585455257769,0.101567211252056,0.146460152250713,0.368475084260408
0.0936704426604209,0.107029502500111,0.0689240993984549,0.124704163584266,0.0696633357146619,0.150213629873739
0.0456138284225307,0.0911121973228938,0.077272452230035,0.135032194777376,0.104651166808423,0.166736419725232
0.0944379638838684,0.194046485299871,0.056398269171387,0.0783145949529354,0.0528162670250648,0.0861099335611847
0.115986781713821,0.07666032565084,0.0603626607843221,0.0760526305718258,0.0985330827954246,0.0965804928333696
0.0708686226304104,0.0692134697273837,0.0845706501527177,0.0629774671636587,0.114484105809062,0.241476307000471
0.0644984589098605,0.0529882178021969,0.0321961670560143,0.0593203670713746,0.107769443274226,0.107436969603136
0.0841410210570504,0.041854824875131,0.0950177357439454,0.0611012540645367,0.102945836168648,0.110751192931136
0.0677894950195352,0.100997401062895,0.0334604193403712,0.0664084096324501,0.168209063759106,0.121870390780066
0.0688369760534864,0.082044464168354,0.0815105641238942,0.0361408501046572,0.0655420075701869,0.127610835833411
0.0401448608434079,0.0718493271597203,0.07294559585904,0.100583467638004,0.166707226098304,0.0490136444242778
0.0438259599875911,0.0479656299444785,0.0452530091472187,0.0603938315357843,0.0780425563029984,0.103882377926749
0.0758964287947358,0.0861542210630679,0.0851475877197442,0.0669708257039723,0.0374363683177237,0.321734981416499
0.0561899431414673,0.0852687676974035,0.036008277660286,0.0889473212081138,0.0628882000019399,0.111759364648201
0.0705359055330053,0.0719542366774247,0.0741904052916713,0.0929312150707627,0.0729742945103381,0.0565761311977864
0.0811857794979279,0.0764604253252528,0.063756199236933,0.138316529709003,0.0826810560594061,0.266787686973444
0.0316272327604135,0.0601688841152495,0.0440715648719278,0.126331677170538,0.0535901187364183,0.217038465042116
0.0526298750867736,0.0488753303950091,0.0995734799083838,0.099829156270962,0.135683978345257,0.0963444044985891
0.0723161275818373,0.0472735620625534,0.0575575520121623,0.0421156852445673,0.175453498992813,0.504769485756021
0.177512601389432,0.0773518399634641,0.146528500478911,0.0408681641223245,0.0721836505561058,0.156679568763322
0.0888681592957898,0.0938467356268379,0.0977364822163367,0.0422632221382167,0.0923662939537047,0.236542117692173
0.126085991385785,0.0644932732862045,0.103906949276759,0.0404182173853031,0.0540707252962125,0.0440218791264754
0.0537768831377776,0.175552273887472,0.0324370990533129,0.0906676688171031,0.0415100933419135,0.222300819306908
0.0653973624291246,0.0393473714800078,0.0525907547905617,0.113427485541604,0.0564468503638155,0.228464759722973
0.099018722724125,0.0362334415539115,0.0977939655777937,0.0896874930856212,0.0936705937817989,0.396684962257077
0.0251478022385681,0.0371185528688363,0.0809832046614788,0.0519138942806753,0.0953056060558067,0.0840142448516188
0.0529699791257549,0.0570795929214971,0.101153521162511,0.0410553939953652,0.16608119110331,0.114749152470808
0.0585995767436235,0.0812778195914675,0.116962496630269,0.109783794491985,0.0907586139849677,0.091118396369609
0.146761618535639,0.0664622880371495,0.04270815454283,0.0765783984854026,0.120190464385415,0.202509457088813
0.0801241930454016,0.0548262365167012,0.0621908102782261,0.0676344434588445,0.103440342725388,0.0864662368500464
0.0666084537795344,0.0638645169790421,0.149362638725683,0.0351495405920885,0.0497565391156705,0.159698521151213
0.0760073489005703,0.168600238081526,0.0599875988318596,0.0745495919197406,0.0676723026264581,0.118211400568904
0.0523894809903357,0.0839030303098479,0.0810608560911364,0.100329020198917,0.0422459353639887,0.175133640504284
0.0447156831438636,0.0655884418332807,0.0593432994723941,0.0985139998217192,0.131451745117215,0.415332189381262
0.106331333195607,0.072858208850749,0.0555000347262219,0.0383687033587958,0.107768786891401,0.162724288704847
0.123367105528623,0.0515349751101373,0.0636926984476302,0.0986773505696329,0.0729741042103734,0.290891228373222
0.100357864586146,0.0544991126305971,0.0651974651473769,0.0595914114614661,0.0590436925881847,0.0803217778906449
0.0886215944422843,0.0873540989757096,0.0674899585034228,0.0976551747708438,0.097883910114638,0.191424778241096
0.0858781680644328,0.0658065413168735,0.0775430637055668,0.0932025492067762,0.128599843071817,0.0453479691208798
0.147506789692116,0.0459788553444955,0.0660632964453261,0.136643686965891,0.17044133018602,0.153429004781465
0.0601787219670544,0.164685590967696,0.0757160952727158,0.071587711884655,0.107083399788252,0.38312573849801
0.0487360859908857,0.0572166686333672,0.034593195343241,0.0775181820110172,0.212471291192251,0.0416030652436805
0.0967610866533511,0.093050783279597,0.054428494992202,0.0395735084178827,0.12118397166951,0.168004507384657
0.0437642046655869,0.0873941866548407,0.095943005274741,0.0548029683092983,0.0922638377290134,0.189826070696213
0.0938766353656369,0.0561918320241887,0.0583606436826273,0.0505117822474968,0.0808661197062327,0.354191718474032
0.0806463066332938,0.0409049880334657,0.0738400607175102,0.0915288271628658,0.0763132682679162,0.116599005124662
0.0547299717527769,0.0893271168588844,0.0596517454367344,0.0911595651990519,0.14900407656984,0.145520096962734
0.049360008610375,0.0448650448035777,0.0750355875469676,0.0785000745261455,0.0921859109345524,0.175729478948361
0.0431790882128411,0.0466662486935604,0.0502826015883235,0.0853170719233655,0.0754434943967763,0.0874314118964197
0.0720583766644841,0.115146778516992,0.0854037128492484,0.0750931622618819,0.103926160158909,0.13929643021748
0.0605906816247722,0.0827917854880267,0.0970968887218409,0.0444038711535671,0.0539914943242819,0.0803296618384328
0.0740096912298724,0.068243828346301,0.0782593729050008,0.0484614731565171,0.0937000291790927,0.148854486539109
0.0728476928391703,0.0458440650046189,0.0721433250270079,0.0890803955945293,0.128999742174604,0.413355398755176
0.134361787795813,0.0983287726503228,0.118454909871291,0.071083675726551,0.114496176847129,0.328065275391584
0.0543548043560256,0.0597966768450168,0.0694191264086535,0.0410187776287833,0.0438948856443051,0.217668495418253
0.0456865653995337,0.0576065759167808,0.173757881553612,0.0841053394325088,0.0554680911968184,0.29513978756289
0.0443486880131693,0.057266259229398,0.0773585637706769,0.0417649599756371,0.129319140128758,0.118886030914528
0.0720838055879986,0.0977774238963475,0.0516510466784896,0.0890642912619341,0.156243744861893,0.155925898050293
0.0427328703321389,0.0655665343330891,0.0648580310026462,0.0416749481380658,0.128519732274321,0.187829592093868
0.0800632330918235,0.0621152766887693,0.116011042537358,0.0337903714195403,0.114775827270459,0.120569494431498
0.131648266723229,0.036431982638828,0.0625947280205854,0.0620830027177277,0.125339953141606,0.426635566305738
0.0736562150265899,0.108026514293723,0.0865120621564479,0.0578438550330232,0.131631894583777,0.0524159184545639
0.043975275373269,0.0541691760163713,0.145770416524666,0.0645201630597063,0.029630558677239,0.214697521378516
0.119193259598071,0.108143445675595,0.159686173722506,0.118163117489179,0.0740631510728326,0.143982606300011
0.0575819834585655,0.0976198601365808,0.0764597725267524,0.0691821773289784,0.0875083359765809,0.234994495529206
0.0605146781755785,0.0792803061679319,0.0895896380250967,0.0757356467628292,0.113997385430257,0.305655879903989
0.0554675951437542,0.0648438169808773,0.0551870504612757,0.10155815827863,0.0873203849139093,0.201811596624505
0.0900877155760104,0.105218015838287,0.0491572601918034,0.0420843927768575,0.155839058573563,0.305805001058529
0.0938117946928974,0.0449789561714451,0.0646341203124044,0.0977005755997815,0.0705834435797649,0.208883564806426
0.10044396036755,0.0672459626452229,0.0496465924995196,0.0781695428616392,0.0795129567172437,0.190292096106606
0.136151411479068,0.0838757867128228,0.138654590332979,0.0926788886044116,0.211454826467043,0.630370602648774
0.0704783664350829,0.104698834596866,0.0928518848433568,0.125236466587529,0.0801726402247013,0.383904034999832
0.0454225577331432,0.112678868876612,0.0826907160297392,0.0433626552481162,0.0425323702978167,0.0825703379499363
0.0738580997140477,0.0375093237938641,0.0633705251385764,0.0648923425466435,0.0943754486877674,0.141281035282173
0.0625974775033861,0.130605111796346,0.0292387435432277,0.0794898735062601,0.108813473458757,0.241595366800966
0.0802944613940685,0.0343131832160754,0.150459655477441,0.0925201370279892,0.0952130936663106,0.0839246286372015
0.112834004973973,0.0782019622852554,0.0438009961539492,0.104083500354475,0.0331402260326958,0.0802238475943124
0.0786898110540348,0.0626492367065772,0.0833252708394327,0.0803056309022661,0.159566047929863,0.137974316150108
0.0541468587002926,0.0494804892271984,0.115751021514661,0.106421225039963,0.074464850964484,0.176829869115177
0.0679988822213938,0.0809435617055749,0.088436175457894,0.148166878446899,0.166573657301048,0.144379389890866
0.0596077428925207,0.0762592070394749,0.085132063942947,0.106726838007227,0.170257252590474,0.258178442046233
0.0630665258108814,0.0907911714785351,0.0481154056257334,0.0523685134388583,0.0862185104615094,0.146680507983873
0.0295178653631926,0.0319232098948655,0.0555689538438096,0.115665119984559,0.0530279945532167,0.0832591957849795
0.135920482890773,0.0364371514917748,0.0743482066298899,0.144728891640716,0.117921400998587,0.0799167520665002
0.0505459146888215,0.0611813986717812,0.0472813964714546,0.0676893945673534,0.0942993993378148,0.522524519595469
0.0915395159738675,0.0374262243136444,0.111581607236651,0.103486533555307,0.114022463034207,0.246635806795138
0.0647366397710017,0.111053133953678,0.0720456965077996,0.143835774151953,0.0468752463333815,0.101990639381932
0.0803684938276747,0.0523793391484363,0.0971804708376652,0.0976470319775616,0.0700112309188843,0.1779181400067
0.118348067181437,0.0678213609018486,0.0476789361809912,0.106994813980269,0.0959228749146676,0.123110405719312
0.123652592010886,0.0673956801653154,0.0571707391013808,0.0194076667799889,0.153974818353285,0.124832602600377
0.0595707591302642,0.0776325801287622,0.0568195056438802,0.110547037588227,0.141610618144253,0.120143300876011
0.0532680727922363,0.0816940357047023,0.0582047761928519,0.0915159771271853,0.0767741332248405,0.0403660651309144
0.0803300357612629,0.0924698834947,0.0615923777671915,0.0577724503585356,0.0486829403312998,0.397604719028396
0.0682679184687497,0.0524277590729302,0.128905594130549,0.116476436097687,0.0830679317674883,0.0987709525922947
0.080174377832719,0.0687581482542495,0.0978244139198618,0.0825791245616967,0.125389272519679,0.141866424894178
0.0178492054215338,0.10031811242026,0.0679002633587724,0.0944966695957027,0.111551980710818,0.160005684102488
0.0956819649417126,0.0981105865882928,0.0570405458764081,0.0572285174920931,0.120393389416894,0.257651007700384
0.0937622760548623,0.0916398647376491,0.0951285274228757,0.0958389736171958,0.133503436989364,0.162650495293268
